Run,Phase,Epoch,Train_loss,Train_acc
1,Train,1,0.709341613,76.8207379
1,Train,2,0.149178021,95.58359621
1,Train,3,0.113550777,96.68083939
1,Train,4,0.09369308,97.2706076
1,Train,5,0.084290198,97.55863393
1,Train,6,0.078249102,97.64092717
1,Train,7,0.062783343,98.14840214
1,Train,8,0.071138337,97.79179811
1,Train,9,0.067154545,97.81922919
1,Train,10,0.055490311,98.29927308
1,Train,11,0.059391761,98.05239336
1,Train,12,0.052716445,98.29927308
1,Train,13,0.055541261,98.23069538
1,Train,14,0.048412626,98.53243725
1,Train,15,0.041157516,98.71073927
1,Train,16,0.050278985,98.46385955
1,Train,17,0.052900326,98.31298862
1,Train,18,0.040227265,98.68330819
1,Train,19,0.037515479,98.84789466
1,Train,20,0.042882972,98.87532574
1,Train,21,0.031734295,99.05362776
1,Train,22,0.040450815,98.64216157
1,Train,23,0.045426836,98.65587711
1,Train,24,0.041188282,98.72445481
1,Train,25,0.031724139,99.09477438
1,Train,26,0.045195039,98.60101495
1,Train,27,0.038063575,98.94390344
1,Train,28,0.03976301,98.66959265
1,Train,29,0.04069655,98.72445481
1,Train,30,0.038947427,98.9301879
1,Train,31,0.031408506,98.8616102
1,Train,32,0.043380175,98.69702373
1,Train,33,0.038116722,98.8616102
1,Train,34,0.041169572,98.80674805
1,Train,35,0.028114944,99.17706762
1,Train,36,0.029379904,99.19078316
1,Train,37,0.02954503,99.0673433
1,Train,38,0.036703342,98.83417912
1,Train,39,0.027501904,99.10848992
1,Train,40,0.031095708,99.05362776
1,Train,41,0.026912172,99.09477438
1,Train,42,0.027750936,99.2044987
1,Train,43,0.035676426,98.83417912
1,Train,44,0.031421547,99.02619668
1,Train,45,0.03708523,98.68330819
1,Train,46,0.037700966,98.87532574
1,Train,47,0.026829677,99.12220546
1,Train,48,0.028871435,99.19078316
1,Train,49,0.034071711,98.87532574
1,Train,50,0.024262386,99.2044987
1,Train,51,0.030600453,99.02619668
1,Train,52,0.022138582,99.38280071
